product_name,brand,star_rating,MRP(in rs),sale_price(in rs),Quantity,amount,transaction_Id,transaction date,User_ID,Cust_name,Gender,Age,recency,frequency,monetary
Women's Windproof and Water-repellent Hiking Jacket - Raincut Full Zip,Quechua,4.5,2091.9129,2091.9129,1,2091.9129,156903,2022-09-29,1001331,Foulston,F,47,487,1,2091.9129
Kalenji Run Light Running Tank Top Women's,Kalenji,4.7,1673.3628999999999,837.0999999999999,1,837.0999999999999,156904,2022-09-30,1004937,Ferrer,F,40,141,2,1339.36
Cardio Fitness Sauna Belt - Black,Domyos,4.3,668.8429,418.54999999999995,2,837.0999999999999,156905,2022-10-01,1005600,Muskan,M,47,485,1,837.0999999999999
NH500 Hiking Boots Men's,Quechua,4.4,5021.7629,5021.7629,1,5021.7629,156906,2022-10-02,1000791,Stuart,M,44,484,1,5021.7629
Forclaz Men's MT500 Down Puffer Jacket,Forclaz,4.4,11635.689999999999,8371.0,3,25113.0,156907,2022-10-03,1003888,Beth,F,46,483,1,25113.0
Btwin Compact Cycling Rain Poncho,Btwin,4.2,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,156908,2022-10-04,1006016,Sauptik,F,50,307,3,14142.804499999998
Kalenji Run Active Grip Running Shoes Women's,Kalenji,4.5,4184.6629,4184.6629,2,8369.3258,156909,2022-10-05,1000604,Pistek,F,49,481,1,8369.3258
Kipsta F500 Soccer Socks,Kipsta,4.5,668.8429,668.8429,1,668.8429,156910,2022-10-06,1000173,Muhammed,F,29,480,1,668.8429
Kipsta F500 Soccer Socks Kids',Kipsta,4.6,752.5528999999999,334.0029,3,1002.0087000000001,156911,2022-10-07,1004284,Piyam,F,53,479,1,1002.0087000000001
Rockrider ST100 MTB Sunglasses Category 3 Adult,Rockrider,4.5,668.8429,668.8429,1,668.8429,156912,2022-10-08,1002994,Hemant,F,42,145,2,9458.392899999999
900 Ski Socks,Wedze,4.6,2091.9129,1423.07,2,2846.14,156913,2022-10-09,1004016,Dowd,M,51,217,2,3094.7587
Inesis Golf Cap,Inesis,4.5,836.2629,836.2629,1,836.2629,156914,2022-10-10,1005788,Bixby,F,26,169,2,3347.5629
Domyos Cotton Yoga Shorts Women's,Decathlon,4.7,1171.1028999999999,1171.1028999999999,3,3513.3086999999996,156915,2022-10-11,1001184,Brandow,M,30,475,1,3513.3086999999996
Men's Long-Sleeved Fitness T-Shirt 100 - Black,Domyos,4.4,1087.3928999999998,1087.3928999999998,2,2174.7857999999997,156916,2022-10-12,1000053,Howell,F,33,474,1,2174.7857999999997
Nyamba 520 Slim-Fit Pilates Leggings Women's,Domyos,4.5,2510.4628999999995,1674.1999999999998,3,5022.599999999999,156917,2022-10-13,1002511,Ananya,M,34,473,1,5022.599999999999
Men's Fitness Breathable Essential Crew Neck T-Shirt - Mauve,Domyos,4.7,1087.3928999999998,1087.3928999999998,1,1087.3928999999998,156918,2022-10-14,1004377,Sibella,M,26,472,1,1087.3928999999998
Domyos 100 Fitness Cardio Training Cropped Leggings Women's,Domyos,4.5,1254.8129,669.68,1,669.68,156919,2022-10-15,1005481,Wale,F,46,471,1,669.68
"Newfeel Soft 140, Mesh Fitness Walking Shoes, Men's",Newfeel,4.5,2510.4628999999995,2510.4628999999995,3,7531.388699999999,156920,2022-10-16,1003940,Kritika,F,36,470,1,7531.388699999999
Hendaia Short Boardshorts - NT Turquoise,Olaian,4.5,1087.3928999999998,669.68,3,2009.04,156921,2022-10-17,1000687,Neola,M,26,469,2,5773.4787
Btwin 500 High Visibility Vest,Btwin,4.7,836.2629,836.2629,2,1672.5258,156922,2022-10-18,1000889,Parth,F,50,468,1,1672.5258
"Kalenji Run Cushion, Running Shoe, Men's",Kalenji,4.2,2929.0129,2929.0129,1,2929.0129,156923,2022-10-19,1000167,Brooke,M,32,467,1,2929.0129
Quechua MH100 Waterproof Hiking Shoes Men's,Quechua,4.3,5858.862899999999,5858.862899999999,2,11717.725799999998,156924,2022-10-20,1004972,Barcio,F,38,466,1,11717.725799999998
Evadict Trail Running Tight-Shorts Men's,Decathlon,4.5,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,156925,2022-10-21,1003094,Pelletier,F,41,465,1,1674.1999999999998
Athletic Socks Kids' 2 Pairs,Decathlon,4.5,417.7129,167.42,3,502.26,156926,2022-10-22,1000157,Michelle,F,43,464,1,502.26
Men's Slim Fitness Jogging Bottoms 500 - Grey,Domyos,4.4,2510.4628999999995,2510.4628999999995,3,7531.388699999999,156927,2022-10-23,1001015,Bharat,M,40,463,2,8787.0387
Inesis Rainy Weather Golf Pants Women's,Inesis,4.5,6695.962899999999,6695.962899999999,2,13391.925799999997,156928,2022-10-24,1003468,Divyansh,F,26,462,1,13391.925799999997
Inesis Ultralight Down Golf Packable Puffer Vest Men's,Inesis,4.4,5440.312899999999,5440.312899999999,2,10880.625799999998,156929,2022-10-25,1002251,Raglin,F,36,461,1,10880.625799999998
Kimjaly Seamless Yoga Sports Bra,Decathlon,4.4,2259.3329,2259.3329,3,6777.9987,156930,2022-10-26,1005014,Kajal,F,50,460,1,6777.9987
Forclaz Trek 500 Merino Wool Hiking Tank Top Women's,Forclaz,4.6,3347.5629,3347.5629,1,3347.5629,156931,2022-10-27,1003085,Natalie,F,32,459,1,3347.5629
Van Rysel Essential Cycling Base Layer Men's,Decathlon,4.4,1254.8129,837.0999999999999,1,837.0999999999999,156932,2022-10-28,1004112,Mrunal,F,47,458,1,837.0999999999999
Seamless 7/8 Dynamic Yoga Leggings Women's,Decathlon,4.4,2510.4628999999995,1674.1999999999998,2,3348.3999999999996,156933,2022-10-29,1002592,Nikita,F,51,457,1,3348.3999999999996
Short Sleeve Zip Trail Running T-Shirt Women's,Decathlon,4.6,2929.0129,2929.0129,1,2929.0129,156934,2022-10-30,1001298,Siddharth,F,36,456,1,2929.0129
Quechua MH120 Fleece Hiking Vest Men's,Quechua,4.6,2091.9129,2091.9129,1,2091.9129,156935,2022-10-31,1002537,Cindy,M,42,455,1,2091.9129
Forclaz Travel 100 Zip-Off Hiking Pants Women's,Forclaz,4.4,3347.5629,3347.5629,3,10042.688699999999,156936,2022-11-01,1005538,Kartik,F,49,454,1,10042.688699999999
Women's Non-Slip Cotton Ballet Fitness Socks 500 - Black,Domyos,4.5,836.2629,836.2629,2,1672.5258,156937,2022-11-02,1000971,Savi,F,32,453,1,1672.5258
"Kipsta F500, Soccer Shorts, Adult",Kipsta,4.6,1254.8129,1254.8129,3,3764.4386999999997,156938,2022-11-03,1001103,Yaanvi,M,48,452,1,3764.4386999999997
Men's Breathable Fitness Collection Bottoms,Domyos,4.6,3347.5629,3347.5629,1,3347.5629,156939,2022-11-04,1003081,Kalyani,F,32,451,1,3347.5629
"Domyos 100, Cardio Workout Sports Bra",Domyos,4.5,1003.6828999999999,1003.6828999999999,2,2007.3657999999998,156940,2022-11-05,1002164,McCrossin,M,41,450,1,2007.3657999999998
Wedze Firstheat Beanie Ski Hat,Wedze,4.6,417.7129,251.13,1,251.13,156941,2022-11-06,1003635,Calhoun,F,54,449,1,251.13
Domyos Glute Resistance Band,Domyos,4.6,1003.6828999999999,418.54999999999995,2,837.0999999999999,156942,2022-11-07,1001030,Selesnick,F,33,448,1,837.0999999999999
Triban 500 Cycling Tank Top Women's,Triban,4.5,2091.9129,2091.9129,1,2091.9129,156943,2022-11-08,1001029,Parakh,F,30,447,1,2091.9129
Inesis Men's Waterproof Grip Golf Shoes,Inesis,4.4,6695.962899999999,6695.962899999999,1,6695.962899999999,156944,2022-11-09,1003311,Neola,F,29,129,5,15900.714499999998
Domyos Non-Slip Yoga Toe Socks Adult,Decathlon,4.3,836.2629,836.2629,3,2508.7887,156945,2022-11-10,1003416,Vaibhavi,F,27,445,1,2508.7887
Women's waterproof mountain walking boots MH100 â€“ Blue/Plum,Quechua,4.4,5858.862899999999,5858.862899999999,2,11717.725799999998,156946,2022-11-11,1004573,Cari,M,51,444,1,11717.725799999998
Kids' Football Socks F100 - Indigo Blue,Kipsta,4.4,417.7129,417.7129,1,417.7129,156947,2022-11-12,1004179,Sink,M,43,443,1,417.7129
Quechua MH500 Waterproof Hiking Jacket Men's,Quechua,4.6,10798.589999999998,10798.589999999998,2,21597.179999999997,156948,2022-11-13,1005661,Geld,M,31,442,1,21597.179999999997
Forclaz Men's MT50 Synthetic Jacket,Forclaz,4.5,2510.4628999999995,2510.4628999999995,2,5020.925799999999,156949,2022-11-14,1001736,Martinez,M,72,105,2,5439.475799999999
Kalenji Women's Running Rain Jacket,Kalenji,4.6,3766.1129,2511.2999999999997,3,7533.9,156950,2022-11-15,1003401,Ameesha,F,39,440,1,7533.9
Forclaz Trek 500 Merino Wool Backpacking Tights Women's,Forclaz,4.4,5858.862899999999,5858.862899999999,2,11717.725799999998,156951,2022-11-16,1001835,Jamie,F,31,401,2,13391.088699999998
Men's MT500 2-in-1 modular and durable backpacking pantss,Forclaz,4.6,5858.862899999999,3766.95,2,7533.9,156952,2022-11-17,1002899,McCarthy,M,42,438,1,7533.9
"Nyamba 500, Pilates and Gentle Gym Slim-Fit T-Shirt, Women's",Decathlon,4.6,836.2629,418.54999999999995,3,1255.6499999999999,156953,2022-11-18,1002860,Chad,F,40,437,1,1255.6499999999999
Kalenji Kokoon Adjustable Front Zip Sports Running Bra,Kalenji,4.2,3347.5629,2511.2999999999997,1,2511.2999999999997,156954,2022-11-19,1004362,Prichep,F,26,66,2,11298.3387
Fitness Bag 20L - Pink,Domyos,4.6,1673.3628999999999,1673.3628999999999,3,5020.088699999999,156955,2022-11-20,1001147,Lanier,F,27,435,1,5020.088699999999
Women's Fitted Fitness Cardio T-Shirt - Dark Blue,Domyos,4.6,1087.3928999999998,1087.3928999999998,3,3262.1786999999995,156956,2022-11-21,1004953,Sukrith,F,39,434,1,3262.1786999999995
Quechua MH100 Hiking Waterproof Shoes Men's,Quechua,4.4,6695.962899999999,6695.962899999999,1,6695.962899999999,156957,2022-11-22,1005884,Elliston,F,25,433,1,6695.962899999999
Men's Travel Trekking Zip-Off Cargo Trousers - Travel 100 Zip-Off - khaki,Forclaz,4.6,6695.962899999999,6695.962899999999,2,13391.925799999997,156958,2022-11-23,1002765,Bergman,F,55,432,1,13391.925799999997
Triban Essential Bibless Padded Road Cycling Shorts Men's,Triban,4.4,1422.2328999999997,1422.2328999999997,3,4266.698699999999,156959,2022-11-24,1005140,Arthur,F,29,431,1,4266.698699999999
Forclaz Travel 100 Merino Wool Backpacking T-Shirt Women's,Forclaz,4.6,4184.6629,4184.6629,1,4184.6629,156960,2022-11-25,1004161,Murray,F,50,430,2,7533.0629
Women's Seamless Ski Base Layer Bottom - BL 580 I-Soft - Black/Purple,Wedze,4.6,2510.4628999999995,2510.4628999999995,3,7531.388699999999,156961,2022-11-26,1003697,Toch,F,30,429,1,7531.388699999999
Artengo Dry 900 Cropped Tennis Pants Women's,Artengo,4.7,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,156962,2022-11-27,1002041,Dahlen,M,31,428,1,2510.4628999999995
Two Tone Leggings Women's,Simond,4.6,2929.0129,2092.75,1,2092.75,156963,2022-11-28,1003726,Randy,F,34,281,2,6278.25
Women's Merino Wool Short-sleeved Trekking T-shirt MT500,Forclaz,4.6,4184.6629,4184.6629,2,8369.3258,156964,2022-11-29,1001803,Pradeep,F,33,426,1,8369.3258
High-Support Zip-Front Fitness Bra 920 - Black,Domyos,4.4,3347.5629,1674.1999999999998,2,3348.3999999999996,156965,2022-11-30,1005814,Aayushi,M,30,425,1,3348.3999999999996
Quechua NH150 Escape Square 10L Hiking Backpack,Quechua,4.7,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,156966,2022-12-01,1004901,Aparajita,F,29,424,1,2510.4628999999995
Forclaz Women's MT50 Synthetic Puffer Jacket,Forclaz,4.6,2510.4628999999995,2510.4628999999995,3,7531.388699999999,156967,2022-12-02,1003958,Arsheen,F,49,423,1,7531.388699999999
Forclaz Merino Wool Travel Backpacking Tank Top Women's,Forclaz,4.7,3347.5629,3347.5629,2,6695.1258,156968,2022-12-03,1003563,Becky,F,34,422,1,6695.1258
Fitness Elastic Bands Tri-Pack (5-6-7 kg) - Grey/Burgundy/Black,Domyos,3.9,752.5528999999999,752.5528999999999,3,2257.6587,156969,2022-12-04,1002793,Aniket,F,42,421,1,2257.6587
Domyos Cotton Yoga Pants Men's,Decathlon,4.4,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,156970,2022-12-05,1003283,Gute,M,38,420,1,1674.1999999999998
Women's Slim-Fit Fitness Leggings Fit+ 500 - Black,Domyos,4.5,1422.2328999999997,837.0999999999999,2,1674.1999999999998,156971,2022-12-06,1001941,Gopal,M,26,175,3,15485.512899999998
Evadict Long Sleeve Trail Running Jersey Women's,Decathlon,4.7,2510.4628999999995,1674.1999999999998,2,3348.3999999999996,156972,2022-12-07,1004279,Soumya,F,28,418,1,3348.3999999999996
Men's  Fitness Shorts 500 Essentials - Black,Domyos,4.6,1422.2328999999997,1422.2328999999997,3,4266.698699999999,156973,2022-12-08,1001181,Cathy,F,40,417,1,4266.698699999999
Men's Fitness Hoodie 500 Essentials - Blue/Black,Domyos,4.7,2929.0129,2929.0129,3,8787.038700000001,156974,2022-12-09,1003211,Jason,M,54,416,1,8787.038700000001
Kalenji Run Dry Running Tight Shorts Women's,Kalenji,4.6,1254.8129,1254.8129,2,2509.6258,156975,2022-12-10,1000216,Gjertsen,F,47,415,1,2509.6258
Van Rysel Ultra-Light Windproof Road Cycling Jacket Men's,Decathlon,4.5,3347.5629,3347.5629,1,3347.5629,156976,2022-12-11,1003618,Keshav,M,19,107,3,7112.0016
Kalenji Run Dry+ Running Tank Top Men's,Kalenji,4.5,1254.8129,1254.8129,3,3764.4386999999997,156977,2022-12-12,1004354,Zydlo,F,41,413,1,3764.4386999999997
Inesis Golf Polo Shirt Women's,Inesis,4.5,1254.8129,837.0999999999999,3,2511.2999999999997,156978,2022-12-13,1000793,Staavos,M,41,113,2,3348.3999999999996
"Forclaz Trek 500, Waterproof Hiking Jacket, Women's",Forclaz,4.4,12472.789999999999,7533.9,3,22601.699999999997,156979,2022-12-14,1003690,Fein,F,24,411,1,22601.699999999997
Simond Climbing Stretch Jeans Men's,Simond,3.6,5858.862899999999,5858.862899999999,1,5858.862899999999,156980,2022-12-15,1004122,Aastha,F,23,410,1,5858.862899999999
High-Waisted Fitness Cycling Shorts Women's,Domyos,4.6,836.2629,836.2629,3,2508.7887,156981,2022-12-16,1003503,Lloyd,F,25,48,3,5519.837399999999
Nyamba 500 Pilates and Gentle Gym Slim-Fit T-Shirt Women's,Decathlon,4.6,836.2629,418.54999999999995,1,418.54999999999995,156982,2022-12-17,1002852,Harshita,F,29,408,1,418.54999999999995
Adult Football Socks Essential - Blue,Kipsta,4.3,501.42289999999997,501.42289999999997,1,501.42289999999997,156983,2022-12-18,1001004,Kirkland,M,34,407,1,501.42289999999997
Inesis Ultralight Down Golf Packable Puffer Vest Women's,Inesis,4.5,5021.7629,3766.95,2,7533.9,156984,2022-12-19,1000390,Trafton,M,29,406,1,7533.9
Quechua NH500 Fresh Hiking Shorts Men's,Quechua,4.4,2929.0129,1674.1999999999998,3,5022.599999999999,156985,2022-12-20,1003099,Shahid,F,26,405,1,5022.599999999999
Silicone Swim Cap TERM BLACK,Nabaiji,4.2,1254.8129,418.54999999999995,3,1255.6499999999999,156986,2022-12-21,1002201,Dodson,F,83,404,1,1255.6499999999999
Women's waterproof 3in1 travel backpacking jacket - Travel 700 -10Â° - Black,Forclaz,4.6,16658.289999999997,12556.499999999998,2,25112.999999999996,156987,2022-12-22,1002271,Redmond,F,55,403,1,25112.999999999996
Domyos Essentials Men's Super Soft and Warm Hoodie,Domyos,4.6,2929.0129,2929.0129,1,2929.0129,156988,2022-12-23,1004327,Payne,F,37,362,2,7949.1016
Men's Crew Neck Breathable Fitness T-Shirt - Beige,Domyos,4.6,1673.3628999999999,1673.3628999999999,1,1673.3628999999999,156989,2022-12-24,1001835,Jamie,F,34,401,2,13391.088699999998
Travel 100 Hiking Cap,Forclaz,4.6,1087.3928999999998,1087.3928999999998,3,3262.1786999999995,156990,2022-12-25,1003475,Cousins,M,29,400,1,3262.1786999999995
Domyos Yoga Pants Men's,Decathlon,4.5,3347.5629,2511.2999999999997,1,2511.2999999999997,156991,2022-12-26,1001613,Eva,F,23,399,1,2511.2999999999997
ADULT SKI FLEECE BALACLAVA - BLACK,Wedze,4.4,668.8429,668.8429,3,2006.5286999999998,156992,2022-12-27,1005680,Mary,F,51,398,1,2006.5286999999998
Triban RC120 Visible Road Cycling Jacket Men's,Triban,4.6,4184.6629,4184.6629,1,4184.6629,156993,2022-12-28,1004979,Kennedy,F,39,397,1,4184.6629
Triban RC500 Rainproof Cycling Jacket Men's,Triban,4.2,7533.062899999999,7533.062899999999,2,15066.125799999998,156994,2022-12-29,1004819,Swetha,F,41,255,2,17158.038699999997
Forclaz Men's MT900 Hooded Down Puffer Jacket,Forclaz,4.4,15821.189999999999,15821.189999999999,1,15821.189999999999,156995,2022-12-30,1003580,Maxwell,M,20,395,1,15821.189999999999
Kids' Unisex Cotton T-Shirt - White,Domyos,4.5,417.7129,251.13,1,251.13,156996,2022-12-31,1001861,Eno,F,52,394,1,251.13
Domyos 100 Short-Sleeved Gym T-Shirt Kids',Domyos,4.5,417.7129,251.13,2,502.26,156997,2023-01-01,1001618,Eugene,M,53,393,1,502.26
Women's Fitness Cardio High-Waist Cropped Bottoms - Marl Grey,Domyos,4.7,1422.2328999999997,1422.2328999999997,1,1422.2328999999997,156998,2023-01-02,1002330,Sumeet,F,48,392,1,1422.2328999999997
Kalenji Comfort Running Bra Women's,Kalenji,4.5,2091.9129,1255.6499999999999,1,1255.6499999999999,156999,2023-01-03,1004013,Michelle,F,31,391,1,1255.6499999999999
Triban 100 Padded Bibless Moisture Wicking Cycling Bike Shorts Women's,Triban,4.2,1254.8129,1254.8129,2,2509.6258,157000,2023-01-04,1005178,Edelman,F,55,390,1,2509.6258
SH100 X-Warm Waterproof Hiking Boots Men's,Quechua,4.6,6695.962899999999,4185.5,2,8371.0,157001,2023-01-05,1001162,Rose,M,40,389,1,8371.0
Women's Fitness Slim-Fit Cropped Bottoms Fit+ 500 - Black,Domyos,4.5,1254.8129,837.0999999999999,1,837.0999999999999,157002,2023-01-06,1004680,Ballard,F,45,388,1,837.0999999999999
"Extendable & Lockable Pull-Up Bar (37.4"" to 47.2"" long)",Decathlon,4.5,4184.6629,4184.6629,1,4184.6629,157003,2023-01-07,1005108,Erica,M,26,387,1,4184.6629
Quechua NH120 Leather Hiking Sandals Men's,Quechua,4.5,5021.7629,5021.7629,1,5021.7629,157004,2023-01-08,1005446,Sheetal,M,52,386,1,5021.7629
Forclaz Trek 500 Compact Hiking Cap,Forclaz,4.5,1254.8129,837.0999999999999,2,1674.1999999999998,157005,2023-01-09,1002181,Sweta,F,27,2,2,2929.8499999999995
"Nyamba Comfort Pilates Mat 71"" x 24"" x 15 mm",Domyos,4.7,4184.6629,2511.2999999999997,2,5022.599999999999,157006,2023-01-10,1004485,Jim,F,35,384,1,5022.599999999999
Women's Travel Trekking Waterproof 3-in-1 Jacket - Travel 100 0 degrees Celcius White,Forclaz,4.6,7533.062899999999,5022.599999999999,3,15067.8,157007,2023-01-11,1006040,Pond,F,27,383,2,19251.625799999998
Moderate Support Cropped Fitness Sports Bra 540 - Black,Domyos,4.5,2091.9129,2091.9129,2,4183.8258,157008,2023-01-12,1003272,Pinky,M,42,382,1,4183.8258
Soft 140 Mesh City Walking Shoes Women's,Newfeel,4.6,2510.4628999999995,1674.1999999999998,3,5022.599999999999,157009,2023-01-13,1001757,Eleni,F,28,100,2,9208.099999999999
Men's Fitness Shorts 500 Essentials - Grey,Domyos,4.6,1422.2328999999997,1422.2328999999997,2,2844.4657999999995,157010,2023-01-14,1001969,Klamczynski,M,28,380,1,2844.4657999999995
Quechua SH100 X-Warm Waterproof Snow Hiking Jacket Men's,Quechua,4.6,5440.312899999999,3766.95,2,7533.9,157011,2023-01-15,1003694,Bellavance,F,35,379,1,7533.9
Domyos 30 L Fold-Down Fitness Bag,Domyos,4.6,1087.3928999999998,1087.3928999999998,3,3262.1786999999995,157012,2023-01-16,1004436,Talbott,F,28,378,1,3262.1786999999995
Women's Fitness Cardio Cropped Leggings - Black,Domyos,4.6,1254.8129,1254.8129,2,2509.6258,157013,2023-01-17,1001260,Dheeraj,F,35,377,1,2509.6258
Domyos Ballet Tights Girls',Decathlon,4.4,585.1329,334.84,2,669.68,157014,2023-01-18,1004064,Skach,F,48,376,1,669.68
Domyos 500 Hooded Training Jacket Men's,Domyos,4.6,2510.4628999999995,2510.4628999999995,3,7531.388699999999,157015,2023-01-19,1004829,Gary,F,28,375,1,7531.388699999999
Evadict Trail Running Comfort Tight-Shorts Men's,Decathlon,4.4,3347.5629,1674.1999999999998,2,3348.3999999999996,157016,2023-01-20,1000549,Sharda,F,26,374,2,6695.1258
Men's Hiking Lightweight Waterproof Jacket MH150,Quechua,4.4,6695.962899999999,6695.962899999999,3,20087.888699999996,157017,2023-01-21,1003245,Zeldin,F,21,373,1,20087.888699999996
Women's Loose Fitness Super Soft Sweatshirt,Domyos,4.6,2091.9129,2091.9129,2,4183.8258,157018,2023-01-22,1005137,Murdock,F,19,372,1,4183.8258
NH550 Fresh Hiking T-Shirt Men's,Quechua,4.7,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157019,2023-01-23,1003259,Wardle,M,20,371,1,1674.1999999999998
Domyos 100 Cotton Sports Bra Women's,Domyos,4.4,836.2629,836.2629,1,836.2629,157020,2023-01-24,1003503,Lloyd,M,25,48,3,5519.837399999999
Travel 500 Convertible Hiking Pants Men's,Forclaz,4.6,6277.412899999999,3348.3999999999996,2,6696.799999999999,157021,2023-01-25,1002068,Dhanraj,M,39,369,1,6696.799999999999
Nyamba 500 Skinny Jogging Pants Men's,Domyos,4.5,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157022,2023-01-26,1002067,Suhani,F,52,368,1,1674.1999999999998
Inesis Golf Pants Women's,Inesis,4.5,2929.0129,2929.0129,2,5858.0258,157023,2023-01-27,1003825,Staebel,F,20,367,1,5858.0258
Triban 100 Short Sleeved Moisture-Wicking Cycling Jersey Women's,Triban,4.5,1254.8129,837.0999999999999,1,837.0999999999999,157024,2023-01-28,1000942,Syed,M,52,366,1,837.0999999999999
Women's Travel Trekking Heavy-Duty Leggings Travel 500 - black,Forclaz,4.7,5021.7629,3348.3999999999996,2,6696.799999999999,157025,2023-01-29,1001456,Lonsdale,M,34,365,1,6696.799999999999
Quechua NH100 Hybrid Hiking Sweatshirt Women's,Quechua,4.7,3766.1129,3766.1129,3,11298.3387,157026,2023-01-30,1004942,Murry,F,47,364,1,11298.3387
Long-Sleeved Cropped Fitness Cardio T-Shirt - Black,Domyos,4.7,2510.4628999999995,2510.4628999999995,2,5020.925799999999,157027,2023-01-31,1002760,McClure,M,77,363,1,5020.925799999999
Keepdry 500 Long Sleeve Soccer Base Layer Top Adult,Kipsta,4.6,2091.9129,1673.3628999999999,3,5020.088699999999,157028,2023-02-01,1004327,Payne,F,41,362,2,7949.1016
Nabaiji 100 Thin Silicone Swim Cap,Nabaiji,4.1,836.2629,417.7129,3,1253.1387,157029,2023-02-02,1003536,Skye,F,24,361,1,1253.1387
Waterproof fishing jacket 500 Grey,Caperlan,4.6,8370.1629,8370.1629,1,8370.1629,157030,2023-02-03,1005836,Nishi,F,27,360,1,8370.1629
Nyamba 500 Slim Jogging Pants Men's,Domyos,4.5,2510.4628999999995,2510.4628999999995,2,5020.925799999999,157031,2023-02-04,1004682,Vishakha,F,27,4,2,6360.285799999999
Men's Windproof Jacket - Softshell - Merino Warm - MT900,Forclaz,4.5,9961.49,9961.49,3,29884.47,157032,2023-02-05,1004237,Doherty,F,28,358,1,29884.47
Trek 500 Merino Wool Bra,Forclaz,4.3,4184.6629,4184.6629,2,8369.3258,157033,2023-02-06,1004802,Patil,M,87,357,1,8369.3258
Trek 500 Warm Windproof Backpacking Glove-Mittens,Forclaz,4.4,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,157034,2023-02-07,1001218,Jaideep,M,79,356,1,2510.4628999999995
Loose Fitness Crop T-Shirt - Black,Domyos,4.7,1422.2328999999997,837.0999999999999,1,837.0999999999999,157035,2023-02-08,1001611,Joy,M,27,355,1,837.0999999999999
Men's Stretchy Fitness Tank Top 500 - Black,Domyos,4.7,1003.6828999999999,1003.6828999999999,2,2007.3657999999998,157036,2023-02-09,1001050,Nishant,F,35,140,2,8702.4916
Inesis Mild Weather Zip Neck Cotton Golf Sweater Women's,Inesis,4.7,4184.6629,4184.6629,3,12553.988700000002,157037,2023-02-10,1002747,Collister,M,20,353,1,12553.988700000002
Kiprun KD500 Running Shoes Women's,Decathlon,4.4,7533.062899999999,7533.062899999999,1,7533.062899999999,157038,2023-02-11,1001941,Gopal,M,26,175,3,15485.512899999998
Nyamba 500 Stretch Cotton Fitness T-Shirt Men's,Domyos,4.6,1087.3928999999998,669.68,1,669.68,157039,2023-02-12,1004160,Gonzalez,F,36,351,1,669.68
Travel 500 Hiking Cap,Forclaz,4.6,1673.3628999999999,1673.3628999999999,1,1673.3628999999999,157040,2023-02-13,1002126,Anjali,M,71,350,1,1673.3628999999999
Triban RC500 Long Sleeved Visibility Road Cycling Jersey Men's,Triban,4.5,5021.7629,2511.2999999999997,3,7533.9,157041,2023-02-14,1003096,Prashant,M,47,349,1,7533.9
Inesis Mild Weather Golf Shorts Men's,Inesis,4.6,2091.9129,2091.9129,2,4183.8258,157042,2023-02-15,1001451,Sink,M,44,131,3,9122.7158
Nyamba Foldable Shoe-Resistant Floor Mat 63 inch x 24 inch x 8 mm,Domyos,4.3,1338.5229,837.0999999999999,3,2511.2999999999997,157043,2023-02-16,1002953,Ryan,F,32,347,1,2511.2999999999997
Women's Hiking Fleece Gilet - MH120,Quechua,4.6,2091.9129,2091.9129,1,2091.9129,157044,2023-02-17,1004285,Bhishm,F,40,82,3,18412.8516
Triban RC500 EN1150 High Visibility Super Roubaix Warm Cycling Bib Tights Men',Triban,4.3,5858.862899999999,3348.3999999999996,3,10045.199999999999,157045,2023-02-18,1000326,Jonathan,M,53,345,1,10045.199999999999
Van Rysel Quick-Zip Sport Cycling Bib Shorts Women's,Decathlon,4.3,5858.862899999999,5858.862899999999,1,5858.862899999999,157046,2023-02-19,1006016,Sauptik,F,47,307,3,14142.804499999998
Women's Ballet 3/4-Sleeve Leotard,Domyos,4.1,1673.3628999999999,418.54999999999995,3,1255.6499999999999,157047,2023-02-20,1004343,Swetlana,F,31,343,1,1255.6499999999999
Men's 3-in-1 Waterproof Travel Trekking Jacket Travel 100 0 degrees Celcius - Grey,Forclaz,4.5,7533.062899999999,7533.062899999999,2,15066.125799999998,157048,2023-02-21,1001884,Eugene,F,49,342,2,16906.908699999996
Inesis Waterproof Golf Rain Jacket Women's,Inesis,4.5,6695.962899999999,6695.962899999999,2,13391.925799999997,157049,2023-02-22,1000623,McGrath,F,34,341,1,13391.925799999997
Baby Gym Jacket 120,Domyos,4.7,1087.3928999999998,837.0999999999999,2,1674.1999999999998,157050,2023-02-23,1003963,Ritsa,F,51,340,1,1674.1999999999998
Sock Comfort Mid x2,Decathlon,4.5,668.8429,418.54999999999995,2,837.0999999999999,157051,2023-02-24,1002025,Ross,M,88,339,1,837.0999999999999
Quechua SH100 Warm Waterproof Mid Snow Hiking Boots Women's,Quechua,4.4,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157052,2023-02-25,1001593,Samiksha,F,28,338,1,1674.1999999999998
